"_CORE_PRIVACY_STATEMENT";"Privacyreglement dan+doen+we+dat
 
  
Cookie: 
een klein bestand dat via een internetsite op (het IP-adres van) jouw computer wordt geplaatst en informatie over jouw bezoek aan de dan+doen+we+dat internetsite registreert;

Reglement: 
dit privacyreglement;

Privacywetgeving: 
de Algemene Verordening Gegevensbescherming.

 
1. Toelichting op het Reglement
dan+doen+we+dat mag de gegevens die jij aan haar verstrekt niet zonder meer verwerken. De Privacywetgeving is bedoeld om de privacy van personen te beschermen. Door deze wetgeving wordt het toegestane gebruik van jouw persoonsgegevens door anderen beperkt. Op grond van deze wet heeft dan+doen+we+dat de plicht om haar (potentiële) leden en zakelijke relaties:
• op de hoogte te stellen van de wijze waarop en het doel waarmee gegevens door dan+doen+we+dat worden verwerkt;
• te melden wie de gegevens kunnen inzien;
• voor het verwerken van bepaalde gegevens toestemming te vragen.
 
dan+doen+we+dat vindt jouw privacy belangrijk. Daarom geeft dan+doen+we+dat in dit Reglement een toelichting op hoe zij met jouw gegevens omgaat, wat het doel is van het gebruik daarvan en voor de verwerking van welke gegevens dan+doen+we+dat expliciet om jouw toestemming moet vragen.
 
2. De persoonsgegevens die dan+doen+we+dat gebruikt en het doel van het gebruik
dan+doen+we+dat verwerkt (mogelijk) jouw persoonsgegevens als je lid wordt of bent van dan+doen+we+dat of als je via het contactformulier contact met ons opneemt. Leden van dan+doen+we+dat maken zelf een profiel aan en op dit profiel is de gebruikersnaam, foto, leeftijd, en geslacht te zien is. Leden kunnen ervoor kiezen om hun telefoonnummer met andere leden te delen. dan+doen+we+dat verzamelt qua persoonsgegevens jouw naam, e-mailadres, geboortedatum, foto en IBAN-nummer. De hiervoor genoemde persoonsgegevens zijn uiteraard niet te zien voor andere leden en/of derden. Indien je zakelijke relatie bent van dan+doen+we+dat worden mogelijk jouw naam, e-mailadres en telefoonnummer verwerkt. Deze gegevens stellen ons in staat om:
• de overeenkomst die leden en zakelijke relaties met dan+doen+we+dat sluiten financieel en administratief te kunnen afhandelen;
• onze dienstverlening te kunnen leveren;
• leden, zakelijke relaties of geïnteresseerden te kunnen bereiken als dat nodig is;
• om onze dienstverlening verder te ontwikkelen/te optimaliseren;
• jou op maat gesneden informatie aan te bieden (nieuwsbrief).
 
IP-adressen/cookies
dan+doen+we+dat houdt IP-adressen bij van (potentiële) leden of zakelijke relaties die de website bezoeken. Deze gegevens stellen ons in staat om:
• te registreren welke internetsite/internetpagina’s je bezoekt;
• de functionaliteit en de inhoud van de website te verbeteren;
 
 
• bij te houden voor welke onderwerpen of toepassingen (potentiële) leden of zakelijke relaties zich interesseren;
• ervoor te zorgen dat je niet steeds dezelfde informatie ontvangt;
• het productaanbod te verbeteren.
 
Toelichting met betrekking tot het plaatsen van cookies
Als je onze website bezoekt worden er automatisch cookies geplaatst waardoor we aan de hand van jouw IP-adres bepaalde informatie kunnen bijhouden. Hierbij gaat het bijvoorbeeld om informatie over hoe vaak je onze website bezoekt en voor welke onderwerpen jij je interesseert. Zie voor meer informatie ons cookiebeleid op de website.
 
3. Verstrekking persoonsgegevens aan derden
dan+doen+we+dat verstrekt geen persoonsgegevens aan personen of bedrijven buiten de dan+doen+we+dat-organisatie, tenzij:
• dat verplicht is door een wettelijk voorschrift;
• dat noodzakelijk is voor het uitvoeren van een overeenkomst die dan+doen+we+dat met jou heeft gesloten;
• je daarvoor toestemming hebt gegeven.
 
4. Plichten/beveiligde toegang/geheimhouding/bewaartermijn
• dan+doen+we+dat verwerkt jouw persoonsgegevens uitsluitend overeenkomstig de wet. Dit houdt (onder meer) in dat de gegevens alleen worden verwerkt voor het doel waarvoor ze verkregen worden en op een behoorlijke/zorgvuldige wijze overeenkomstig de wet en dit Reglement.
• jouw persoonsgegevens kunnen enkel en alleen door personen werkzaam voor dan+doen+we+dat worden ingezien, tenzij in dit Reglement anders is bepaald. Al jouw persoonsgegevens worden door dan+doen+we+dat beveiligd tegen onbevoegde toegang. De beveiliging bestaat:
• uit het hebben van een persoonlijk wachtwoord voor iedere persoon werkzaam voor dan+doen+we+dat om in te loggen in het digitale systeem.
• de personen werkzaam voor dan+doen+we+dat hebben een geheimhoudingsplicht ten aanzien van alle aan dan+doen+we+dat verstrekte persoonsgegevens;
• dan+doen+we+dat heeft technische maatregelen genomen om het door haar gebruikte systeem te beveiligen tegen inbreuken van buitenaf overeenkomstig de wet;
• jouw persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor een goede administratie en/of andere vastgestelde doelen. dan+doen+we+dat hanteert een termijn van twee jaar nadat jij inactief of geen lid meer bent, waarna de gegevens vernietigd worden. Voor zakelijke relaties geldt dat de persoonsgegevens zo lang als nodig voor een goede bedrijfsvoering worden bewaard, met inachtneming van een redelijke termijn. De wet kan een andere bewaartermijn voorschrijven. Als dat zo is zal dan+doen+we+dat zich aan de voorgeschreven wettelijke bewaartermijn houden.
 
5. Jouw rechten als betrokkene
• recht op informatie: het recht om te weten of en welke persoonsgegevens van jou verwerkt worden en met welk doel;
• inzagerecht: het recht op inzage en afschrift van die gegevens voor zover de privacy van een ander daardoor niet wordt geschaad;
• het recht op correctie, aanvulling of verwijdering van gegevens indien dat nodig mocht zijn (recht op correctie en verwijdering). Aan het recht om (gedeeltelijke) verwijdering van jouw gegevens te vragen, kan alleen tegemoet gekomen worden als het bewaren van de gegevens voor een ander niet van aanmerkelijk belang is en de gegevens niet op grond van een wettelijke regeling bewaard dienen te blijven;
 
 
• het recht van verzet: het recht om je in bepaalde gevallen tegen de verwerking van jouw gegevens te verzetten;
• het recht op data-portabiliteit: het recht om de persoonsgegevens die van jou bewaard worden te ontvangen om over te kunnen dragen naar een andere organisatie;
• het recht op een menselijke blik bij geautomatiseerde besluiten. Bij een geautomatiseerd besluit is er het recht om de beslissing te laten nemen door menselijke tussenkomst.
 
Als je gebruik wilt maken van jouw rechten, dan kun je dit via onze Privacy Center aangeven, te bereiken via de pop-up ""Read More""of onderaan de pagina in de footer daar kun je ook bij de Privacy Center. Je ontvangt binnen één maand na ontvangst van jouw verzoek bericht van dan+doen+we+dat.
 
Ook als je een klacht hebt over de wijze van verwerking van jouw persoonsgegevens kun je contact met dan+doen+we+dat opnemen,  dan+doen+we+dat probeert er samen met jou uit te komen.
 
Heb je een (andere) opmerking/vraag/suggestie of wil je bezwaar maken tegen de nieuwsbrief door dan+doen+we+dat? Ook daarvoor kunt je schriftelijk contact met ons opnemen.
 
Uiteraard zal dan+doen+we+dat ook met de in dit verband verstrekte persoonsgegevens vertrouwelijk en zorgvuldig omgaan.
 
Onze actuele contactgegevens zijn te vinden op de website van dan+doen+we+dat.


dan+doen+we+dat is een betaalde online social event community. De lage lidmaatschap-kosten die onze leden betalen vormen ons verdienmodel. Wij werken niet met commercials en wij delen nooit data van (potentiële) leden met derden. In ons Privacyreglement gebruiken wij een aantal definities (deze definities kunnen in enkelvoud en meervoud worden gebruikt):
 
 
 
Privacyreglement dan+doen+we+dat versie maart 2020
"
"_CORE_TERMS_OF_SERVICE";"Deze pagina bevat de servicevoorwaarden."
"You can no longer respond to this message because %1$s has blocked you.";"Je kunt niet meer reageren op dit bericht omdat %1$s je heeft geblokkeerd."
"Select Member Level";"Selecteer Member Level"
"Options";"Opties"
"Date";"Datum"
"Owner";"Eigenaar"
"_CORE_ADMIN_STATS_ANNOUNCEMENT_CREATIONS";"Mededelingen"
"_CORE_ADMIN_STATS_CORE_EMAILS";"Verzonden e-mails"
"Nothing has been posted here yet - be the first!";"Er is nog niets gepost - wees de eerste!"
"Popular Members";"Populaire leden"
"View Recent Updates";"Bekijk recente updates"
"View My Profile";"Bekijk mijn profiel"
"Friend Approved";"Connection Approved"
"Friend Request";"Connection Request"
"Friend Follow";"Connection Follow"
"Comment on Liked";"Reageer op 'Liked'"
"_EMAIL_FOOTER_BODY";"Groet, dan+doen+we+dat | redactie"
"_EMAIL_HEADER_MEMBER_BODY";"Hallo"
"_EMAIL_FOOTER_MEMBER_BODY";"Groet, dan+doen+we+dat | redactie"
"_EMAIL_CORE_VERIFICATION_BODY";"[header] Bedankt voor je deelname aan ons netwerk. Klik op de volgende link om uw e-mailadres te verifiëren en door te gaan: http://[host][object_link] Email: [email] [footer]"
"_EMAIL_CORE_VERIFICATION_PASSWORD_BODY";"[header] Bedankt voor je deelname aan ons netwerk. Klik op de volgende link om uw e-mailadres te verifiëren en door te gaan: http://[host][object_link] Email: [email] Password: [password] [footer]"
"_EMAIL_NOTIFY_ADMIN_USER_SIGNUP_BODY";"Congratulations, someone has joined dan+doen+we+dat. Verwelkom het nieuwe lid op uw site: [object_title] : http://[host][object_link] Signup Date: [date]"
"_EMAIL_CORE_WELCOME_BODY";"[header] Bedankt voor je deelname aan dan+doen+we+dat. Klik op de volgende link en voer uw gegevens in om in te loggen: http://[host][object_link] Email: [email] [footer]"
"_EMAIL_CORE_WELCOME_PASSWORD_BODY";"[header] Bedankt voor je deelname aan dan+doen+we+dat. Klik op de volgende link en voer uw gegevens in om in te loggen: http://[host][object_link] Email: [email] Password: [password] [footer]"
"_EMAIL_CORE_LOSTPASSWORD_SUBJECT";"dan+doen+we+dat - Lost Password"
"_EMAIL_CORE_LOSTPASSWORD_BODY";"[header] U heeft verzocht uw wachtwoord opnieuw in te stellen omdat u uw wachtwoord bent vergeten. Als u hier niet om heeft gevraagd, negeer deze dan. Het verloopt over 1 uur. Klik op de volgende link om uw wachtwoord opnieuw in te stellen: http://[host][object_link] [footer]"
"We're sorry!";"We're sorry! Het spijt ons!"
"We are currently experiencing some technical issues. Please try again or report this to your site administrator using the %1$scontact%2$s form.";"We ondervinden momenteel enkele technische problemen. Probeer het opnieuw of meld dit aan uw sitebeheerder via het %1$scontact%2$s formulier."
"You may configure your email alert preferences from <a href=""%1$s"" target=""_blank""> here</a>.";"U kunt uw voorkeuren voor e-mail berichtgeving configureren  <a href=""%1$s"" target=""_blank""> hier</a>."
"You have no message.";"Je hebt geen bericht."
"Welcome to our Social Network!!";"Welkom bij dan+doen+we+dat!!"
"You can easily sign up on our community or simply login, if you already have an account to get started !";"U kunt zich eenvoudig aanmelden bij dan+doen+we+dat of gewoon inloggen als u al een account heeft, om aan de slag te gaan!"
"Quickly start by posting your status updates, photos, videos, groups, blogs, classifieds, etc inside.";"Begin snel met het plaatsen van uw events, updates, foto's, groepen, blogs, enz."
"Our community is 100% responsive, so you can use it anywhere, & anytime from any device.";"Onze community is 100% responsive, dus je kunt het overal en altijd gebruiken en vanaf elk apparaat."
"Our community is available 24x7, so you can use it as per your flexibility and requirement.";"Onze community is 24x7 beschikbaar, dus u kunt deze gebruiken wanneer u wilt!"
"Messages ";"Berichten"
"Compose New Message";"Nieuw bericht opstellen"
"View All Messages";"Bekijk alle berichten"
"Date:";"Datum:"
"Delete Comment?";"Reactie verwijderen?"
"Are you sure that you want to delete this comment? This action cannot be undone.";"Weet je zeker dat je deze reactie wilt verwijderen? Deze actie kan niet ongedaan gemaakt worden."
"Comment has been deleted";"Reactie is verwijderd"
"You have no notifications.";"Je hebt geen meldingen."
"You have no requests.";"Je hebt geen verzoeken."
"Share this by re-posting it with your own message.";"Deel dit door het opnieuw te posten met je eigen bericht."
"Are you sure that you want to delete this activity item and all of its comments? This action cannot be undone.";"Weet u zeker dat u dit en alle opmerkingen wilt verwijderen? Deze actie kan niet ongedaan gemaakt worden."
"Default Email Notifications";"Standaard e-mail meldingen"
"ADMIN_SIGNUP_STEP_SESSOCIALLOGIN_PLUGIN_SIGNUP_ACCOUNT";"Account aanmaken"
"ADMIN_SIGNUP_STEP_SESSOCIALLOGIN_PLUGIN_SIGNUP_FIELDS";"Profiel aanmaken"
"ADMIN_SIGNUP_STEP_SESSOCIALLOGIN_PLUGIN_SIGNUP_PHOTO";"Voeg Uw foto toe"
"This Weekend";"This Weekend"
"Venue:";"Event locatie:"
"Venue Name";"Locatie naam"
"Spnsorship Confirmed for %s";"Sponsorship Confirmed for %s"
"attending";"gaan"
"maybe attending";"Maybe"
"not attending";"Not Going"
"Attending";"Going"
"Maybe Attending";"Maybe"
"Not Attending";"Not Going"
"Add Friend";"Connectie toevoegen"
"Remove Friend";"Verwijder Connectie"
"This event has %1$s guest.";"Dit event heeft %1$s deelnemer.";"Dit event heeft %1$s deelnemers."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_TICKETPURCHASED";"Tickets voor evenementen kopen."
"Manage Events";"Beheer Events"
"%1$s has invited you to the event %2$s";"%1$s heeft je uitgenodigd voor het event %2$s"
"{item:$subject} has invited you to the event {item:$object}.";"{item:$subject} heeft je uitgenodigd voor het event {item:$object}."
"_EMAIL_SESEVENT_EVENT_CREATE_SUBJECT";"Bedankt voor het aanmaken van event '[event_title]' op dan+doen+we+dat!"
"_EMAIL_SESEVENT_EVENT_CREATE_BODY";"[header] Bedankt voor het aanmaken van een event op dan+doen+we+dat. Klik op de volgende link en ga naar je event: http://[host][object_link] [footer]"
"_EMAIL_SESEVENT_EVENT_ADMINAPPROVED_TITLE";"Event Approved by Admin"
"_EMAIL_SESEVENT_EVENT_ADMINAPPROVED_SUBJECT";"Je event '[event_title]' is goedgekeurd!"
"_EMAIL_SESEVENT_EVENT_ADMINAPPROVED_BODY";"[header] Bedankt voor het aanmaken van een event op dan+doen+we+dat.  Klik op de volgende link en ga naar je event: http://[host][object_link] [footer]"
"_EMAIL_SESEVENT_EVENT_ADMINDISAPPROVED_TITLE";"Event Dis-Approved by Admin
"
"_EMAIL_SESEVENT_EVENT_ADMINDISAPPROVED_SUBJECT";"Je event '[event_title]' is afgekeurd!"
"_EMAIL_SESEVENT_EVENT_ADMINDISAPPROVED_BODY";"[header] Bedankt voor het aanmaken van een event op dan+doen+we+dat.  Klik op de volgende link en ga naar je event: http://[host][object_link] [footer]"
"Only My Friend''s Events";"Alleen mijn Connecties evenementen"
"_EMAIL_PAYMENT_SUBSCRIPTION_ACTIVE_BODY";"[header] Bedankt voor je aanmelden voor een lidmaatschap. Je lidmaatschap is nu actief. [subscription_title] [subscription_description] [subscription_terms] U kunt met de onderstaande link in loggen. [object_link] [footer]"
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_TITLE";"Lidmaatschap opgezegd"
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_SUBJECT";"Uw lidmaatschap is opgezegd."
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_BODY";"[header] Uw lidmaatschap is opgezegd. [subscription_title] [subscription_description] [subscription_terms] Volg de onderstaande link om uw abonnement te verlengen. [object_link] [footer]"
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_TITLE";"Lidmaatschap verlopen"
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_SUBJECT";"Uw lidmaatschap is verlopen."
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_BODY";"[header] Uw lidmaatschap is verlopen. [subscription_title] [subscription_description] [subscription_terms] Volg de onderstaande link om uw lidmaatschap te verlengen. [object_link] [footer]"
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIREDSOON_TITLE";"Lidmaatschap verloopt binnenkort"
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIREDSOON_SUBJECT";"Uw lidmaatschap loopt binnenkort af."
"You are about to subscribe to the plan: %1$s";"Je staat op het punt om je lidmaatschap aan te gaan: %1$s"
"Are you sure you want to do this? You will be charged: %1$s";"Weet je zeker dat je dit wilt doen? U betaalt %1$s"
"If yes, click the button below and you will be taken to a payment page. When you have completed your payment, please remember to click the button that takes you back to our site.";"Zo ja, klik op de onderstaande knop en u wordt naar een betalingspagina geleid. Wanneer u uw betaling heeft voltooid, vergeet dan niet om op de knop te klikken die u terugbrengt naar onze site."
"Please note that no refund will be provided for any unused portion of your current plan.";"Houd er rekening mee dat er geen restitutie wordt verleend voor ongebruikte delen van uw huidige lidmaatschap."
"The plan you are currently subscribed to is: %1$s";"Het lidmaatschap dat u momenteel heeft: %1$s"
"If you would like to change your subscription, please select an option below.";"Selecteer hieronder een optie als u uw lidmaatschap wilt wijzigen."
"You have not yet selected a subscription plan. Please choose one now below.";"U heeft nog geen lidmaatschap gekozen. Kies er hieronder een uit."
"Change Plan";"Wijzig lidmaatschap"
"Thank you for being a part of our community.  Our world will be that much smaller without you.";"Bedankt dat je deel uitmaakt van onze community. Onze wereld zal veel kleiner zijn zonder jou."
"This group has %s member.";"Deze groep heeft %s Lid.";"Deze groep heeft %s Leden."
"led by %1$s";"Geleid door"
"You are now a member of this group.";"Je bent nu lid van deze groep."
"Would you like to join this group?";"Wil je lid worden van deze groep?"
"Are you sure you want to leave this group?";"Weet je zeker dat je deze groep wilt verlaten?"
"Group Name";"Groepsnaam"
"%1$s has invited you to the group %2$s";"%1$s heeft je uitgenodigd voor de groep %2$s"
"This group has %1$s member.";"Deze groep heeft %1$s lid.";"Deze groep heeft %1$s leden."
"_ACTIVITY_ACTIONTYPE_GROUP_CREATE";"Nieuwe groepen"
"_ACTIVITY_ACTIONTYPE_GROUP_JOIN";"Lid worden van een groep"
"ACTIVITY_CATEGORY_TYPE_GROUP";"Groepen"
"Would you like to add this member as a friend?";"Wilt u dit lid als connectie toevoegen?"
"Cancel Friend Request";"Connectie verzoek annuleren"
"Do you want to cancel your friend request?";"Wilt u uw connectie verzoek annuleren?"
"Confirm Friend";"Bevestig Connectie"
"Would you like to confirm this member as a friend?";"Wil je dit lid bevestigen als connectie ?"
"Reject Friend";"Connectie weigeren"
"Would you like to reject this member as a friend?";"Wil je dit lid afwijzen als connectie ?"
"Are you sure you want to remove this member as a friend?";"Weet je zeker dat je dit lid als connectie wilt verwijderen?"
"Choose Friend List";"Kies Connectie Lijst"
"_EMAIL_USER_DELETEOTP_BODY";"dan+doen+we+dat - Two Step Authentication for Account Deletion"
"Please Enter Friend Name.";"Voer de naam van uw Connectie in."
"ACTIVITY_TYPE_FRIEND_ACCEPTED";"When someone accepts my friend request."
"ACTIVITY_TYPE_FRIEND_REQUEST";"When I receive a friend request."
"Only My Friend's Events";"Alleen de Events van mijn Connecties"
"%s friend request";"%s connectie verzoek";"%s connecties verzoek"
"%1$s has sent you a friend request.";"%1$s heeft je een connectie verzoek gestuurd."
"You cannot befriend yourself.";"Je kan niet (altijd) alleen vrienden zijn met jezelf. "
"Your friend request has been sent.";"Je connectie verzoek is verstuurt."
"Your friend request has been cancelled.";"Je connectie verzoek is geannuleerd."
"You ignored a friend request from %1$s";"Je hebt een  connectie verzoek genegeerd van %1$s"
"You ignored a friend request from %s";"Je hebt een  connectie verzoek genegeerd van %s"
"USER_FORM_ADMIN_SETTINGS_VERIFICATION_DESCRIPTION";"Your social network can allow either verified or unverified connection requests. The default setting is verified connection requests as this is typical for most social networks. Unverified connection requests mean that when Member A adds Member B as a connection, Member A and Member B will immediately become connected without any confirmation."
"Verified Friendships";"Bevestigde Connectie"
"Unverified Friendships";"Niet bevestigde Connectie"
"Friend Lists";"Connectie Lijst"
"USER_FORM_ADMIN_SETTINGS_LISTS_DESCRIPTION";"Met connectie lijsten kunnen uw leden hun connecties ordenen onder verschillende labels die ze maken. Vervolgens kunnen ze deze lijsten gebruiken om berichten naar meerdere connecties te sturen en hun privacy instellingen aan te passen."
"Yes, users can group their friends into lists";"Ja, gebruikers kunnen hun connecties in lijsten groeperen"
"Profile Friends";"Connecties Profiel"
"Profile Mutual Friends";"Profiel Wederzijdse Connecties"
"Remove from Friends";"Verwijder Connectie"
"You and {item:$subject} are now friends.";"Jij en {item:$subject} hebben nu een connectie."
"{item:$subject} has requested to be your friend.";"{item:$subject} heeft een connectie verzoek ingediend."
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_TITLE";"Connectie Approved"
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer hun connectie verzoek is goedgekeurd."
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_SUBJECT";"[sender_title] heeft jullie connectie bevestigd."
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_BODY";"[header] [sender_title] heeft jullie connectie bevestigd. Klik op de volgende link om in te loggen: http://[host][object_link] [footer]"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_TITLE";"Connectie Follow"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer een ander lid hem begint te volgen."
"_EMAIL_NOTIFY_FRIEND_FOLLOW_SUBJECT";"[sender_title] is begonnen je te volgen."
"_EMAIL_NOTIFY_FRIEND_FOLLOW_BODY";"[header] [sender_title] is begonnen je te volgen. Klik op de volgende link om te bekijken: http://[host][object_link] [footer]"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_ACCEPTED_TITLE";"Follow Approved"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_ACCEPTED_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer hun volgverzoek is goedgekeurd."
"_EMAIL_NOTIFY_FRIEND_REQUEST_TITLE";"Connectie Request"
"_EMAIL_NOTIFY_FRIEND_REQUEST_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer hem of haar door een ander lid wordt gevraagd om een connectie te hebben."
"_EMAIL_NOTIFY_FRIEND_REQUEST_SUBJECT";"[sender_title] heeft je als connectie toegevoegd."
"_EMAIL_NOTIFY_FRIEND_REQUEST_BODY";"[header] [sender_title] heeft je als connectie toegevoegd. Klik op de volgende link om in te loggen en dit verzoek te bevestigen: http://[host][sender_link] [footer]"
"Approve Friend Request";"Bevestig Connectie verzoek"
"Sign In";"Inloggen"
"Sign Up";"Inschrijven"
"sign out";"Uitloggen"
"Sign Out";"Uitloggen"
"Our Privacy Policy has been Updated";"Ons Privacybeleid is Bijgewerkt"
"To continue using the site you need to read the revised version and agree to the policies";"Om de site te blijven gebruiken, moet u de herziene versie lezen en akkoord gaan met het beleid"
"_EMAIL_JOIN_LEAVE_SUBJECT";"Plekje vrij!"
"_EMAIL_JOIN_LEAVE_BODYHTML";"Er is een plekje vrijgekomen!<br><br>[header]<br> <br> [body]<br> <br> [footer]"
"Create New Event";"Create New Event"
"SESADVCOMMENT";"Comment"
"Last Name";"Last Name"
"First Name";"First Name"
"Gender";"Gender"
"Birthday";"Birthday"
"Relationship Status";"Relationship Status"
"Education";"Education"
"Occupation";"Occupation"
"Male";"Man"
"Female";"Vrouw"
"_ACTIVITY_ACTIONTYPE_SESEVENT_JOIN";"Deelnemen aan een evenement"
"_ACTIVITY_ACTIONTYPE_ALBUM_PHOTO_NEW";"Nieuw foto Album"
"_ACTIVITY_ACTIONTYPE_COMMENT_ACTIVITY_ACTION";"Wanneer ik op een reactie reageer"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM";"Reacties op je foto albums"
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENTLIST";"Een eventlijst leuk vind."
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM_PHOTO";"Reacties op je foto's"
"_ACTIVITY_ACTIONTYPE_COMMENT_USER";"Reacties op je profiel"
"ACTIVITY_TYPE_GROUP_INVITE";"When I'm invited to join a group."
"ACTIVITY_TYPE_GROUP_PROMOTE";"When I'm given officer status in a group."
"_ACTIVITY_ACTIONTYPE_LIKE_ALBUM";"Als ik de albums leuk vind."
"_ACTIVITY_ACTIONTYPE_LIKE_ALBUM_PHOTO";"Als ik de foto's leuk vind."
"ACTIVITY_TYPE_SESEVENT_INVITE";"When I'm invited to attend an event."
"ACTIVITY_TYPE_NOTIFY_SESCREDIT_SEND_POINT";"When I receive credit points from a connection."
"ACTIVITY_TYPE_NOTIFY_SESCREDIT_SEND_BY_SITE";"Wanneer ik credit-punten ontvang van sitebeheerders."
"ACTIVITY_TYPE_TAGGED";"When I'm tagged in photos and other places."
"ACTIVITY_TYPE_POST";"Wanneer ik een bericht op het profiel van iemand anders post."
"ACTIVITY_TYPE_POST_SELF";"Wanneer ik een bijlage post."
"ACTIVITY_TYPE_FIELDS_CHANGE_GENERIC";"Wanneer ik mijn profiel update."
"_ACTIVITY_ACTIONTYPE_LIKE_ACTIVITY_ACTION";"Toen ik de berichten leuk vond."
"_ACTIVITY_ACTIONTYPE_EVENT_COVER_PHOTO_UPDATE";"Wanneer ik een omslagfoto van een evenement bijwerk."
"_ACTIVITY_ACTIONTYPE_GROUP_COVER_PHOTO_UPDATE";"Wanneer ik een omslagfoto van een groep bijwerk."
"_ACTIVITY_ACTIONTYPE_COVER_PHOTO_UPDATE";"Wanneer ik mijn omslagfoto op mijn profiel bijwerk."
"Group Privacy";"Groep Privacy"
"Group";"Groep"
"Groups";"Groepen"
"View All Groups";"Bekijk alle groepen"
"group";"Groep";"Groepen"
"%s group";"%s groep";"%s groepen"
"Search Groups:";"Zoek Groepen:"
"Delete Group:";"Verwijder groep."
"Create New Group";"Maak nieuw Groep"
"Edit Group";"Bewerk Groep"
"Delete Group";"Verwijder Groep"
"Join Group";"Deelnemen aan Groep"
"Leave Group";"Verlaat Groep"
"Group Photos";"Groep Foto's"
"_ACTIVITY_ACTIONTYPE_GROUP_PHOTO_UPLOAD";"Een groepsfoto uploaden"
"_ACTIVITY_ACTIONTYPE_GROUP_PROMOTE";"Groeps-promoties"
"_ACTIVITY_ACTIONTYPE_GROUP_TOPIC_CREATE";"Een groeps-gesprek-onderwerp maken"
"_ACTIVITY_ACTIONTYPE_GROUP_TOPIC_REPLY";"Reageren op een groeps-gesprek onderwerp"
"_ACTIVITY_ACTIONTYPE_SESEVENT_TOPIC_REPLY";"Reageren op een onderwerp over een evenement"
"_ACTIVITY_ACTIONTYPE_TAGGED";"Tagged"
"_ACTIVITY_ACTIONTYPE_SHARE";"Activity Feed Item Gedeeld"
"_ACTIVITY_ACTIONTYPE_SESEVENT_TOPIC_CREATE";"Een gespreksonderwerp voor een evenement maken"
"_ACTIVITY_ACTIONTYPE_SESEVENT_PHOTO_UPLOAD";"Een foto uploaden voor een evenement"
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIST_CREATE";"Een lijst met evenementen maken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENTSPEAKER";"Leuk vinden van een spreker op een evenement."
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENTPHOTO";"Een event foto leuk vind."
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENTHOST";"Een eventhost leuk vind."
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENTALBUM";"Een event album leuk vind."
"_ACTIVITY_ACTIONTYPE_SESEVENT_LIKE_EVENT";"Een event leuk vind."
"_ACTIVITY_ACTIONTYPE_SESEVENT_FAVOURITE_EVENTLIST";"Een evenementenlijst als favoriet markeren."
"_ACTIVITY_ACTIONTYPE_SESEVENT_FAVOURITE_LIST";"Een evenementenlijst als favoriet markeren."
"_ACTIVITY_ACTIONTYPE_SESEVENT_FAVOURITE_EVENTSPEAKER";"Een evenementspreker markeren als favoriet."
"_ACTIVITY_ACTIONTYPE_SESEVENT_FAVOURITE_EVENTHOST";"Een evenementhost markeren als favoriet."
"_ACTIVITY_ACTIONTYPE_SESEVENT_FAVOURITE_EVENT";"Een evenement markeren als favoriet."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITEVENTVIDEO";"Een event video bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_SAVE";"Een event video bewerken."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_FOLLOW";"Een event volgen."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EVENTMUSIC";"Nieuwe muziek toevoegen aan een evenement."
"_ACTIVITY_ACTIONTYPE_SESEVENT_EVENT_EDITVENUE";"Een evenementenlocatie bewerken."
